State,Division,Winner,Party
QLD,Wide Bay,TRUSS,NPA
SA,Adelaide,WORTH,LP
SA,Barker,McLACHLAN,LP
SA,Bonython,EVANS,ALP
SA,Boothby,SOUTHCOTT,LP
SA,Grey,WAKELIN,LP
SA,Hindmarsh,GALLUS,LP
SA,Kingston,JEANES,LP
SA,Makin,DRAPER,LP
SA,Mayo,DOWNER,LP
SA,Port Adelaide,SAWFORD,ALP
SA,Sturt,PYNE,LP
SA,Wakefield,ANDREW,LP
WA,Brand,BEAZLEY,ALP
WA,Canning,GEAR,ALP
WA,Cowan Wa,EVANS,LP
WA,Curtin,ROCHER,IND
WA,Forrest,PROSSER,LP
WA,Fremantle,LAWRENCE,ALP
WA,Kalgoorlie,CAMPBELL,IND
WA,Moore,FILING,IND
WA,O'connor,TUCKEY,LP
WA,Pearce,MOYLAN,LP
WA,Perth,SMITH,ALP
WA,Stirling,CAMERON,LP
WA,Swan,RANDALL,LP
WA,Tangney,WILLIAMS,LP
TAS,Bass,SMITH,LP
TAS,Braddon,MILES,LP
TAS,Denison,KERR,ALP
TAS,Franklin,QUICK,ALP
TAS,Lyons,ADAMS,ALP
NT,Northern Territory,DONDAS,CLP
ACT,Canberra,McMULLAN,ALP
ACT,Fraser,LANGMORE,ALP
ACT,Namadgi,ELLIS,ALP
