State,Division,Winner,Party
VIC,Dunkley,CHYNOWETH,ALP
VIC,Flinders,REITH,LP
VIC,Gellibrand,WILLIS,ALP
VIC,Gippsland,McGAURAN,NPA
VIC,Goldstein,MACPHEE,LP
VIC,Henty,CHILD,
VIC,Higgins,SHIPTON,LP
VIC,Holt,DUFFY,ALP
VIC,Hotham,KENT,ALP
VIC,Indi,CAMERON,LP
VIC,Isaacs,CHARLES,ALP
VIC,Jagajaga,STAPLES,ALP
VIC,Kooyong,PEACOCK,LP
VIC,La Trobe,MILTON,ALP
VIC,Lalor,JONES,ALP
VIC,Mcewen,CLEELAND,ALP
VIC,Mcmillan,CUNNINGHAM,ALP
VIC,Mallee,FISHER,NPA
VIC,Maribyrnong,GRIFFITHS,ALP
VIC,Melbourne,HAND,ALP
VIC,Melbourne Ports,HOLDING,ALP
VIC,Menzies,BROWN,LP
VIC,Murray,LLOYD,NPA
VIC,Scullin,JENKINS,ALP
VIC,Streeton,LAMB,ALP
VIC,Wannon,HAWKER,LP
VIC,Wills,HAWKE,ALP
QLD,Bowman,KEOGH,ALP
QLD,Brisbane,CROSS,ALP
QLD,Capricornia,WRIGHT,ALP
QLD,Dawson,BRAITHWAITE,NPA
QLD,Fadden,JULL,LP
QLD,Fairfax,ADERMANN,NPA
QLD,Fisher,SLIPPER,NPA
QLD,Forde,WATSON,LP
QLD,Griffith,HUMPHREYS,ALP
QLD,Groom,McVEIGH,NPA
QLD,Herbert,LINDSAY,ALP
QLD,Hinkler,CONQUEST,NPA
QLD,Kennedy,KATTER,NPA
QLD,Leichhardt,GAYLER,ALP
QLD,Lilley,DARLING,ALP
QLD,Maranoa,CAMERON,NPA
QLD,Mcpherson,WHITE,LP
QLD,Moncrieff,MARTIN,LP
QLD,Moreton,CAMERON,LP
QLD,Oxley,HAYDEN,ALP
QLD,Petrie,HODGES,LP
QLD,Rankin,BEDDALL,ALP
QLD,Ryan,MOORE,LP
QLD,Wide Bay,MILLAR,NPA
SA,Adelaide,HURFORD,ALP
SA,Barker,PORTER,LP
SA,Bonython,BLEWETT,ALP
SA,Boothby,HALL,LP
SA,Grey,O'NEIL,ALP
SA,Hawker,JACOBI,ALP
SA,Hindmarsh,SCOTT,ALP
SA,Kingston,BILNEY,ALP
SA,Makin,DUNCAN,ALP
SA,Mayo,DOWNER,LP
SA,Port Adelaide,YOUNG,ALP
SA,Sturt,WILSON,LP
SA,Wakefield,ANDREW,LP
WA,Brand,FATIN,ALP
WA,Canning,GEAR,ALP
WA,Cowan,JAKOBSEN,ALP
WA,Curtin,ROCHER,LP
WA,Forrest,DRUMMOND,LP
WA,Fremantle,DAWKINS,ALP
WA,Kalgoorlie,CAMPBELL,ALP
WA,Moore,BLANCHARD,ALP
WA,O'connor,TUCKEY,LP
WA,Perth,CHARLESWORTH,ALP
WA,Stirling,EDWARDS,ALP
WA,Swan,BEAZLEY,ALP
WA,Tangney,SHACK,LP
TAS,Bass,SMITH,LP
TAS,Braddon,MILES,LP
TAS,Denison,HODGMAN,LP
TAS,Franklin,GOODLUCK,LP
TAS,Lyons,BURR,LP
NT,Northern Territory,EVERINGHAM,CLP
ACT,Canberra,KELLY,ALP
ACT,Fraser,LANGMORE,ALP
