State,Division,Winner,Party
QLD,Rankin,EMERSON,ALP
QLD,Ryan,JOHNSON,LP
QLD,Wide Bay,TRUSS,NAT
SA,Adelaide,ELLIS,ALP
SA,Barker,SECKER,LP
SA,Boothby,SOUTHCOTT,LP
SA,Grey,RAMSEY,LP
SA,Hindmarsh,GEORGANAS,ALP
SA,Kingston,RISHWORTH,ALP
SA,Makin,ZAPPIA,ALP
SA,Mayo,DOWNER,LP
SA,Port Adelaide,BUTLER,ALP
SA,Sturt,PYNE,LP
SA,Wakefield,CHAMPION,ALP
WA,Brand,GRAY,ALP
WA,Canning,RANDALL,LP
WA,Cowan,SIMPKINS,LP
WA,Curtin,BISHOP,LP
WA,Forrest,MARINO,LP
WA,Fremantle,PARKE,ALP
WA,Hasluck,JACKSON,ALP
WA,Kalgoorlie,HAASE,LP
WA,Moore,WASHER,LP
WA,O'connor,TUCKEY,LP
WA,Pearce,MOYLAN,LP
WA,Perth,SMITH,ALP
WA,Stirling,KEENAN,LP
WA,Swan,IRONS,LP
WA,Tangney,JENSEN,LP
TAS,Bass,CAMPBELL,ALP
TAS,Braddon,SIDEBOTTOM,ALP
TAS,Denison,KERR,ALP
TAS,Franklin,COLLINS,ALP
TAS,Lyons,ADAMS,ALP
NT,Lingiari,SNOWDON,ALP
NT,Solomon,HALE,ALP
ACT,Canberra,ELLIS,ALP
ACT,Fraser,McMULLAN,ALP
