State,Division,Winner,Party
VIC,Goldstein,DANIEL,IND
VIC,Gorton,O'CONNOR,ALP
VIC,Hawke,RAE,ALP
VIC,Higgins,ANANDA-RAJAH,ALP
VIC,Holt,FERNANDO,ALP
VIC,Hotham,O'NEIL,ALP
VIC,Indi,HAINES,IND
VIC,Isaacs,DREYFUS,ALP
VIC,Jagajaga,THWAITES,ALP
VIC,Kooyong,RYAN,IND
VIC,La Trobe,WOOD,LP
VIC,Lalor,RYAN,ALP
VIC,Mcewen,MITCHELL,ALP
VIC,Macnamara,BURNS,ALP
VIC,Mallee,WEBSTER,NAT
VIC,Maribyrnong,SHORTEN,ALP
VIC,Melbourne,BANDT,GRN
VIC,Menzies,WOLAHAN,LP
VIC,Monash,BROADBENT,LP
VIC,Nicholls,BIRRELL,NAT
VIC,Scullin,GILES,ALP
VIC,Wannon,TEHAN,LP
VIC,Wills,KHALIL,ALP
QLD,Blair,NEUMANN,ALP
QLD,Bonner,VASTA,LP
QLD,Bowman,PIKE,LP
QLD,Brisbane,BATES,GRN
QLD,Capricornia,LANDRY,NAT
QLD,Dawson,WILLCOX,NAT
QLD,Dickson,DUTTON,LP
QLD,Fadden,ROBERT,LP
QLD,Fairfax,O'BRIEN,LP
QLD,Fisher,WALLACE,LP
QLD,Flynn,BOYCE,NAT
QLD,Forde,MANEN,LP
QLD,Griffith,CHANDLER-MATHER,GRN
QLD,Groom,HAMILTON,LP
QLD,Herbert,THOMPSON,LP
QLD,Hinkler,PITT,NAT
QLD,Kennedy,KATTER,KAP
QLD,Leichhardt,ENTSCH,LP
QLD,Lilley,WELLS,ALP
QLD,Longman,YOUNG,LP
QLD,Mcpherson,ANDREWS,LP
QLD,Maranoa,LITTLEPROUD,NAT
QLD,Moncrieff,BELL,LP
QLD,Moreton,PERRETT,ALP
QLD,Oxley,DICK,ALP
QLD,Petrie,HOWARTH,LP
QLD,Rankin,CHALMERS,ALP
QLD,Ryan,WATSON-BROWN,GRN
QLD,Wide Bay,O'BRIEN,NAT
QLD,Wright,BUCHHOLZ,LP
SA,Adelaide,GEORGANAS,ALP
SA,Barker,PASIN,LP
SA,Boothby,MILLER-FROST,ALP
SA,Grey,RAMSEY,LP
SA,Hindmarsh,BUTLER,ALP
SA,Kingston,RISHWORTH,ALP
SA,Makin,ZAPPIA,ALP
SA,Mayo,SHARKIE,CA
SA,Spence,BURNELL,ALP
SA,Sturt,STEVENS,LP
WA,Brand,KING,ALP
WA,Burt,KEOGH,ALP
WA,Canning,HASTIE,LP
WA,Cowan,ALY,ALP
WA,Curtin,CHANEY,IND
WA,Durack,PRICE,LP
WA,Forrest,MARINO,LP
WA,Fremantle,WILSON,ALP
WA,Hasluck,LAWRENCE,ALP
WA,Moore,GOODENOUGH,LP
WA,O'connor,WILSON,LP
WA,Pearce,ROBERTS,ALP
WA,Perth,GORMAN,ALP
WA,Swan,MASCARENHAS,ALP
WA,Tangney,LIM,ALP
TAS,Bass,ARCHER,LP
TAS,Braddon,PEARCE,LP
TAS,Clark,WILKIE,IND
TAS,Franklin,COLLINS,ALP
TAS,Lyons,MITCHELL,ALP
NT,Lingiari,SCRYMGOUR,ALP
NT,Solomon,GOSLING,ALP
ACT,Bean,SMITH,ALP
ACT,Canberra,PAYNE,ALP
ACT,Fenner,LEIGH,ALP
