State,Division,Winner,Party
VIC,Gorton,O'CONNOR,ALP
VIC,Higgins,O'DWYER,LP
VIC,Holt,BYRNE,ALP
VIC,Hotham,O'NEIL,ALP
VIC,Indi,McGOWAN,IND
VIC,Isaacs,DREYFUS,ALP
VIC,Jagajaga,MACKLIN,ALP
VIC,Kooyong,FRYDENBERG,LP
VIC,La Trobe,WOOD,LP
VIC,Lalor,RYAN,ALP
VIC,Mcewen,MITCHELL,ALP
VIC,Mcmillan,BROADBENT,LP
VIC,Mallee,BROAD,NAT
VIC,Maribyrnong,SHORTEN,ALP
VIC,Melbourne,BANDT,GRN
VIC,Melbourne Ports,DANBY,ALP
VIC,Menzies,ANDREWS,LP
VIC,Murray,DRUM,NAT
VIC,Scullin,GILES,ALP
VIC,Wannon,TEHAN,LP
VIC,Wills,KHALIL,ALP
QLD,Blair,NEUMANN,ALP
QLD,Bonner,VASTA,LNP
QLD,Bowman,LAMING,LNP
QLD,Brisbane,EVANS,LP
QLD,Capricornia,LANDRY,LNP
QLD,Dawson,CHRISTENSEN,LNP
QLD,Dickson,DUTTON,LNP
QLD,Fadden,ROBERT,LNP
QLD,Fairfax,O'BRIEN,LNP
QLD,Fisher,WALLACE,LNP
QLD,Flynn,O'DOWD,LNP
QLD,Forde,MANEN,LNP
QLD,Griffith,BUTLER,ALP
QLD,Groom,McVEIGH,LNP
QLD,Herbert,O'TOOLE,ALP
QLD,Hinkler,PITT,LNP
QLD,Kennedy,KATTER,KAP
QLD,Leichhardt,ENTSCH,LNP
QLD,Lilley,SWAN,ALP
QLD,Longman,LAMB,ALP
QLD,Mcpherson,ANDREWS,LNP
QLD,Maranoa,LITTLEPROUD,LNP
QLD,Moncrieff,CIOBO,LNP
QLD,Moreton,PERRETT,ALP
QLD,Oxley,DICK,ALP
QLD,Petrie,HOWARTH,LNP
QLD,Rankin,CHALMERS,ALP
QLD,Ryan,PRENTICE,LNP
QLD,Wide Bay,O'BRIEN,LNP
QLD,Wright,BUCHHOLZ,LNP
SA,Adelaide,ELLIS,ALP
SA,Barker,PASIN,LP
SA,Boothby,FLINT,LP
SA,Grey,RAMSEY,LP
SA,Hindmarsh,GEORGANAS,ALP
SA,Kingston,RISHWORTH,ALP
SA,Makin,ZAPPIA,ALP
SA,Mayo,SHARKIE,NXT
SA,Port Adelaide,BUTLER,ALP
SA,Sturt,PYNE,LP
SA,Wakefield,CHAMPION,ALP
WA,Brand,KING,ALP
WA,Burt,KEOGH,ALP
WA,Canning,HASTIE,LP
WA,Cowan,ALY,ALP
WA,Curtin,BISHOP,LP
WA,Durack,PRICE,LP
WA,Forrest,MARINO,LP
WA,Fremantle,WILSON,ALP
WA,Hasluck,WYATT,LP
WA,Moore,GOODENOUGH,LP
WA,O'connor,WILSON,LP
WA,Pearce,PORTER,LP
WA,Perth,HAMMOND,ALP
WA,Stirling,KEENAN,LP
WA,Swan,IRONS,LP
WA,Tangney,MORTON,LP
TAS,Bass,HART,ALP
TAS,Braddon,KEAY,ALP
TAS,Denison,WILKIE,IND
TAS,Franklin,COLLINS,ALP
TAS,Lyons,MITCHELL,ALP
NT,Lingiari,SNOWDON,ALP
NT,Solomon,GOSLING,ALP
ACT,Canberra,BRODTMANN,ALP
ACT,Fenner,LEIGH,ALP
