State,Division,Winner,Party
VIC,Goldstein,WILSON,LP
VIC,Gorton,O'CONNOR,ALP
VIC,Higgins,ALLEN,LP
VIC,Holt,BYRNE,ALP
VIC,Hotham,O'NEIL,ALP
VIC,Indi,HAINES,IND
VIC,Isaacs,DREYFUS,ALP
VIC,Jagajaga,THWAITES,ALP
VIC,Kooyong,FRYDENBERG,LP
VIC,La Trobe,WOOD,LP
VIC,Lalor,RYAN,ALP
VIC,Mcewen,MITCHELL,ALP
VIC,Macnamara,BURNS,ALP
VIC,Mallee,WEBSTER,NAT
VIC,Maribyrnong,SHORTEN,ALP
VIC,Melbourne,BANDT,GRN
VIC,Menzies,ANDREWS,LP
VIC,Monash,BROADBENT,LP
VIC,Nicholls,DRUM,NAT
VIC,Scullin,GILES,ALP
VIC,Wannon,TEHAN,LP
VIC,Wills,KHALIL,ALP
QLD,Blair,NEUMANN,ALP
QLD,Bonner,VASTA,LNP
QLD,Bowman,LAMING,LNP
QLD,Brisbane,EVANS,LNP
QLD,Capricornia,LANDRY,LNP
QLD,Dawson,CHRISTENSEN,LNP
QLD,Dickson,DUTTON,LNP
QLD,Fadden,ROBERT,LNP
QLD,Fairfax,O'BRIEN,LNP
QLD,Fisher,WALLACE,LNP
QLD,Flynn,O'DOWD,LNP
QLD,Forde,MANEN,LNP
QLD,Griffith,BUTLER,ALP
QLD,Groom,McVEIGH,LNP
QLD,Herbert,THOMPSON,LNP
QLD,Hinkler,PITT,LNP
QLD,Kennedy,KATTER,KAP
QLD,Leichhardt,ENTSCH,LNP
QLD,Lilley,WELLS,ALP
QLD,Longman,YOUNG,LNP
QLD,Mcpherson,ANDREWS,LNP
QLD,Maranoa,LITTLEPROUD,LNP
QLD,Moncrieff,BELL,LNP
QLD,Moreton,PERRETT,ALP
QLD,Oxley,DICK,ALP
QLD,Petrie,HOWARTH,LNP
QLD,Rankin,CHALMERS,ALP
QLD,Ryan,SIMMONDS,LP
QLD,Wide Bay,O'BRIEN,LNP
QLD,Wright,BUCHHOLZ,LNP
SA,Adelaide,GEORGANAS,ALP
SA,Barker,PASIN,LP
SA,Boothby,FLINT,LP
SA,Grey,RAMSEY,LP
SA,Hindmarsh,BUTLER,ALP
SA,Kingston,RISHWORTH,ALP
SA,Makin,ZAPPIA,ALP
SA,Mayo,SHARKIE,CA
SA,Spence,CHAMPION,ALP
SA,Sturt,STEVENS,LP
WA,Brand,KING,ALP
WA,Burt,KEOGH,ALP
WA,Canning,HASTIE,LP
WA,Cowan,ALY,ALP
WA,Curtin,HAMMOND,LP
WA,Durack,PRICE,LP
WA,Forrest,MARINO,LP
WA,Fremantle,WILSON,ALP
WA,Hasluck,WYATT,LP
WA,Moore,GOODENOUGH,LP
WA,O'connor,WILSON,LP
WA,Pearce,PORTER,LP
WA,Perth,GORMAN,ALP
WA,Stirling,CONNELLY,LP
WA,Swan,IRONS,LP
WA,Tangney,MORTON,LP
TAS,Bass,ARCHER,LP
TAS,Braddon,PEARCE,LP
TAS,Clark,WILKIE,IND
TAS,Franklin,COLLINS,ALP
TAS,Lyons,MITCHELL,ALP
NT,Lingiari,SNOWDON,ALP
NT,Solomon,GOSLING,ALP
ACT,Bean,SMITH,ALP
ACT,Canberra,PAYNE,ALP
ACT,Fenner,LEIGH,ALP
