State,Division,Winner,Party
QLD,Rankin,EMERSON,ALP
QLD,Ryan,MOORE,LP
QLD,Wide Bay,TRUSS,NPA
SA,Adelaide,WORTH,LP
SA,Barker,SECKER,LP
SA,Bonython,EVANS,ALP
SA,Boothby,SOUTHCOTT,LP
SA,Grey,WAKELIN,LP
SA,Hindmarsh,GALLUS,LP
SA,Kingston,COX,ALP
SA,Makin,DRAPER,LP
SA,Mayo,DOWNER,LP
SA,Port Adelaide,SAWFORD,ALP
SA,Sturt,PYNE,LP
SA,Wakefield,ANDREW,LP
WA,Brand,BEAZLEY,ALP
WA,Canning,GERICK,ALP
WA,Cowan Wa,EDWARDS,ALP
WA,Curtin,BISHOP,LP
WA,Forrest,PROSSER,LP
WA,Fremantle,LAWRENCE,ALP
WA,Kalgoorlie,HAASE,LP
WA,Moore,WASHER,LP
WA,O'connor,TUCKEY,LP
WA,Pearce,MOYLAN,LP
WA,Perth,SMITH,ALP
WA,Stirling,McFARLANE,ALP
WA,Swan,WILKIE,ALP
WA,Tangney,WILLIAMS,LP
TAS,Bass,OBYRNE,ALP
TAS,Braddon,SIDEBOTTOM,ALP
TAS,Denison,KERR,ALP
TAS,Franklin,QUICK,ALP
TAS,Lyons,ADAMS,ALP
NT,Northern Territory,SNOWDON,ALP
ACT,Canberra,ELLIS,ALP
ACT,Fraser,McMULLAN,ALP
