State,Division,Winner,Party
QLD,Dickson,DUTTON,LNP
QLD,Fadden,ROBERT,LNP
QLD,Fairfax,PALMER,PUP
QLD,Fisher,BROUGH,LNP
QLD,Flynn,O'DOWD,LNP
QLD,Forde,MANEN,LNP
QLD,Griffith,RUDD,ALP
QLD,Groom,MACFARLANE,LNP
QLD,Herbert,JONES,LNP
QLD,Hinkler,PITT,LNP
QLD,Kennedy,KATTER,KAP
QLD,Leichhardt,ENTSCH,LNP
QLD,Lilley,SWAN,ALP
QLD,Longman,ROY,LNP
QLD,Mcpherson,ANDREWS,LNP
QLD,Maranoa,SCOTT,LNP
QLD,Moncrieff,CIOBO,LNP
QLD,Moreton,PERRETT,ALP
QLD,Oxley,RIPOLL,ALP
QLD,Petrie,HOWARTH,LNP
QLD,Rankin,CHALMERS,ALP
QLD,Ryan,PRENTICE,LNP
QLD,Wide Bay,TRUSS,LNP
QLD,Wright,BUCHHOLZ,LNP
SA,Adelaide,ELLIS,ALP
SA,Barker,PASIN,LP
SA,Boothby,SOUTHCOTT,LP
SA,Grey,RAMSEY,LP
SA,Hindmarsh,WILLIAMS,LP
SA,Kingston,RISHWORTH,ALP
SA,Makin,ZAPPIA,ALP
SA,Mayo,BRIGGS,LP
SA,Port Adelaide,BUTLER,ALP
SA,Sturt,PYNE,LP
SA,Wakefield,CHAMPION,ALP
WA,Brand,GRAY,ALP
WA,Canning,RANDALL,LP
WA,Cowan,SIMPKINS,LP
WA,Curtin,BISHOP,LP
WA,Durack,PRICE,LP
WA,Forrest,MARINO,LP
WA,Fremantle,PARKE,ALP
WA,Hasluck,WYATT,LP
WA,Moore,GOODENOUGH,LP
WA,O'connor,WILSON,LP
WA,Pearce,PORTER,LP
WA,Perth,MacTIERNAN,ALP
WA,Stirling,KEENAN,LP
WA,Swan,IRONS,LP
WA,Tangney,JENSEN,LP
TAS,Bass,NIKOLIC,LP
TAS,Braddon,WHITELEY,LP
TAS,Denison,WILKIE,IND
TAS,Franklin,COLLINS,ALP
TAS,Lyons,HUTCHINSON,LP
NT,Lingiari,SNOWDON,ALP
NT,Solomon,GRIGGS,CLP
ACT,Canberra,BRODTMANN,ALP
ACT,Fraser,LEIGH,ALP
