State,Division,Winner,Party
QLD,Petrie,D'ATH,ALP
QLD,Rankin,EMERSON,ALP
QLD,Ryan,PRENTICE,LNP
QLD,Wide Bay,TRUSS,LNP
QLD,Wright,BUCHHOLTZ,LNP
SA,Adelaide,ELLIS,ALP
SA,Barker,SECKER,LP
SA,Boothby,SOUTHCOTT,LP
SA,Grey,RAMSEY,LP
SA,Hindmarsh,GEORGANAS,ALP
SA,Kingston,RISHWORTH,ALP
SA,Makin,ZAPPIA,ALP
SA,Mayo,BRIGGS,LP
SA,Port Adelaide,BUTLER,ALP
SA,Sturt,PYNE,LP
SA,Wakefield,CHAMPION,ALP
WA,Brand,GRAY,ALP
WA,Canning,RANDALL,LP
WA,Cowan,SIMPKINS,LP
WA,Curtin,BISHOP,LP
WA,Durack,HAASE,LP
WA,Forrest,MARINO,LP
WA,Fremantle,PARKE,ALP
WA,Hasluck,WYATT,LP
WA,Moore,WASHER,LP
WA,O'connor,CROOK,NAT
WA,Pearce,MOYLAN,LP
WA,Perth,SMITH,ALP
WA,Stirling,KEENAN,LP
WA,Swan,IRONS,LP
WA,Tangney,JENSEN,LP
TAS,Bass,LYONS,ALP
TAS,Braddon,SIDEBOTTOM,ALP
TAS,Denison,WILKIE,IND
TAS,Franklin,COLLINS,ALP
TAS,Lyons,ADAMS,ALP
NT,Lingiari,SNOWDON,ALP
NT,Solomon,GRIGGS,CLP
ACT,Canberra,BRODTMANN,ALP
ACT,Fraser,LEIGH,ALP
