State,Division,Candidate,Party,Votes,Percent
NSW,Riverina,"NEGLINE, Andrew",LP,14536,16.5
NSW,Riverina,"MULHOLLAND, Sylvia",CDP,1201,1.4
NSW,Riverina,"FLETCHER, David",GRN,3961,4.5
NSW,Robertson,"BATTEN, Melissa",IND,1513,1.8
NSW,Robertson,"FREEMANTLE, Graham",CDP,1544,1.8
NSW,Robertson,"FREEWATER, Peter",GRN,7671,9.0
NSW,Robertson,"O'NEILL, Deborah",ALP,33935,39.8
NSW,Robertson,"JAMESON, Darren",LP,37151,43.5
NSW,Robertson,"CASSAR, Jake",IND,1077,1.3
NSW,Robertson,"PARKES, Don",ON,568,0.7
NSW,Robertson,"MEARES, Michelle",IND,552,0.7
NSW,Robertson,"JAKOB, Michael",FF,749,0.9
NSW,Robertson,"BEIGER, Nicole",IND,581,0.7
NSW,Shortland,"PARSONS, Phillipa",GRN,8646,10.3
NSW,Shortland,"NARAYANAN, Deborah",LP,27758,33.2
NSW,Shortland,"HALL, Jill",ALP,44987,53.7
NSW,Shortland,"WILLIAMS, Peter",IND,596,0.7
NSW,Shortland,"ALCHIN, Milton",ON,1726,2.1
NSW,Sydney,"PATERSON, Brett",AD,1256,1.6
NSW,Sydney,"OWEN, Christopher",IND,718,0.9
NSW,Sydney,"PLIBERSEK, Hon Tanya",ALP,34362,43.3
NSW,Sydney,"HICKEY, Tony",GRN,18852,23.8
NSW,Sydney,"WEISS, Gordon",LP,22307,28.1
NSW,Sydney,"WARD, Jane",IND,1226,1.5
NSW,Sydney,"DOHERTY, Denis",IND,656,0.8
NSW,Throsby,"ARKWRIGHT, Juliet",LP,25330,30.3
NSW,Throsby,"JONES, Stephen",ALP,42227,50.5
NSW,Throsby,"MORAN, Peter",GRN,9973,11.9
NSW,Throsby,"HAY, Alan",NAT,4446,5.3
NSW,Throsby,"HARTMAN, Wayne",IND,1595,1.9
NSW,Warringah,"GUTMAN, Alexander",IND,2075,2.4
NSW,Warringah,"DRAKE-BROCKMAN, Matthew",GRN,13883,16.3
NSW,Warringah,"ZOCHLING, Hugh",ALP,18385,21.6
NSW,Warringah,"ABBOTT, Hon Tony",LP,50063,58.9
NSW,Warringah,"COOKE, Kenneth",IND,566,0.7
NSW,Watson,"BURKE, Hon Tony",ALP,38707,50.4
NSW,Watson,"SHARMA, Mark",IND,2136,2.8
NSW,Watson,"NAM, Ken",LP,28527,37.2
NSW,Watson,"DONAYRE, Christine",GRN,7387,9.6
NSW,Wentworth,"ROBERTSON, Matthew",GRN,15114,17.4
NSW,Wentworth,"SHEIL, Pat",IND,515,0.6
NSW,Wentworth,"DUNCAN, Malcolm",IND,484,0.6
NSW,Wentworth,"NEAL, Stuart",IND,389,0.5
NSW,Wentworth,"AUGUST, John",IND,275,0.3
NSW,Wentworth,"TURNBULL, Hon Malcolm",LP,51634,59.6
NSW,Wentworth,"LEWIS, Steven",ALP,18265,21.1
NSW,Werriwa,"MOORE, Lauren",GRN,9567,12.7
NSW,Werriwa,"ESKAROS, Sam",LP,29165,38.7
NSW,Werriwa,"FERGUSON, Hon Laurie",ALP,36582,48.6
VIC,Aston,"HANNA, Rachel",FF,4153,4.9
VIC,Aston,"EVANS, Rupert",ALP,32725,38.6
VIC,Aston,"TUDGE, Alan",LP,39733,46.9
VIC,Aston,"CRAIG, Salore",GRN,8206,9.7
VIC,Ballarat,"COATES, Belinda",GRN,10140,11.3
VIC,Ballarat,"BANWELL, Mark",LP,30364,34.0
VIC,Ballarat,"RAINEY, Jim",FF,2646,3.0
VIC,Ballarat,"KING, Catherine",ALP,46289,51.8
VIC,Batman,"CONLON, Andrew",FF,2465,3.2
VIC,Batman,"SOURIS, George",LP,15412,19.9
VIC,Batman,"BHATHAL, Alexandra",GRN,18189,23.5
VIC,Batman,"SARAZEN, Con",AD,823,1.1
VIC,Batman,"FERGUSON, Hon Martin",ALP,40574,52.4
VIC,Bendigo,"GIBBONS, Steve",ALP,43965,47.7
VIC,Bendigo,"DIMOZANTOS, Kymberlie",GRN,11341,12.3
VIC,Bendigo,"HUNTER, Craig",LP,33067,35.8
VIC,Bendigo,"HOWARD, Alan",FF,3892,4.2
VIC,Bruce,"KABOS, Mike",LP,28580,37.2
VIC,Bruce,"ZIBELL, Stefan",GRN,7222,9.4
VIC,Bruce,"HEMMERSBACH, Felicity",FF,3151,4.1
VIC,Bruce,"GRIFFIN, Hon Alan",ALP,37794,49.2
VIC,Calwell,"THOMPSON, Lenka",GRN,10386,11.9
VIC,Calwell,"BYRNE, Peter",IND,1181,1.4
VIC,Calwell,"TRUSCOTT, Jeff",FF,3851,4.4
VIC,Calwell,"VAMVAKINOU, Maria",ALP,49580,56.6
VIC,Calwell,"TSENG, Wayne",LP,22556,25.8
VIC,Casey,"SMITH, Hon Tony",LP,40588,48.4
VIC,Casey,"HISHEH, Sami",ALP,29565,35.2
VIC,Casey,"HARRISON, Daniel",FF,4083,4.9
VIC,Casey,"POWELL, Brendan",GRN,9661,11.5
VIC,Chisholm,"GOODMAN, Phil",FF,2107,2.7
VIC,Chisholm,"BURKE, Anna",ALP,34492,44.5
VIC,Chisholm,"EVANS, Nimrod",IND,562,0.7
VIC,Chisholm,"FERGEUS, Josh",GRN,9196,11.9
VIC,Chisholm,"NGUYEN, John",LP,31093,40.2
VIC,Corangamite,"LAWRENCE, Mike",GRN,10713,11.4
VIC,Corangamite,"HENDERSON, Sarah",LP,42155,45.0
VIC,Corangamite,"CHEESEMAN, Darren",ALP,37043,39.5
VIC,Corangamite,"BROWN, Sally-Anne",IND,1418,1.5
VIC,Corangamite,"WOJCZUK, Ann",FF,1850,2.0
VIC,Corangamite,"TIMMINS, Nathan",IND,520,0.6
VIC,Corio,"BROWN, Gavin",GRN,10355,12.5
VIC,Corio,"BULL, Sue",IND,971,1.2
VIC,Corio,"MARLES, Hon Richard",ALP,42578,51.5
VIC,Corio,"AMBERLEY, Scott",FF,3028,3.7
VIC,Corio,"GIBSON, Don",LP,25729,31.1
VIC,Deakin,"LAKE, Peter",FF,2532,3.2
VIC,Deakin,"HOWELL, David",GRN,10338,12.9
VIC,Deakin,"WALSH, Benjamin",IND,505,0.6
VIC,Deakin,"BARRESI, Phil",LP,33553,41.9
VIC,Deakin,"SYMON, Mike",ALP,31941,39.9
VIC,Deakin,"NORWICK, Alex",IND,295,0.4
VIC,Deakin,"SEVILOGLOU, Abraham",IND,836,1.1
VIC,Dunkley,"ZILWA, Yasmin De",FF,2276,2.7
VIC,Dunkley,"CONSTANS, Helen",ALP,32889,38.3
VIC,Dunkley,"TILLER, Simon",GRN,10033,11.7
VIC,Dunkley,"BILLSON, Hon Bruce",LP,40602,47.3
VIC,Flinders,"GAGLIANO-VENTURA, Francis",ALP,28747,31.8
VIC,Flinders,"SMITH, Reade",FF,2198,2.4
VIC,Flinders,"HUNT, Hon Greg",LP,49146,54.3
VIC,Flinders,"BROWN, Robert",GRN,10410,11.5
VIC,Gellibrand,"ROXON, Hon Nicola",ALP,48971,58.8
VIC,Gellibrand,"SOLIN, Rodney",GRN,12779,15.4
VIC,Gellibrand,"BAPTIST, Tania",IND,475,0.6
VIC,Gellibrand,"COURTICE, Ben",IND,528,0.6
VIC,Gellibrand,"MUMBY, Liz",FF,1440,1.7
VIC,Gellibrand,"MCCONNELL, David",LP,19070,22.9
VIC,Gippsland,"JEFFERIS, Heath",FF,2963,3.3
VIC,Gippsland,"BUCKLEY, Ben",IND,4895,5.5
VIC,Gippsland,"MCCUBBIN, Darren",ALP,28008,31.6
VIC,Gippsland,"BOND, Michael",GRN,5826,6.6
VIC,Gippsland,"CHESTER, Darren",NAT,47020,53.0
VIC,Goldstein,"EDEN, Nick",ALP,25227,29.8
VIC,Goldstein,"FORSTER, Anthony",FF,1187,1.4
VIC,Goldstein,"ROBB, Hon Andrew",LP,44436,52.6
VIC,Goldstein,"PILLING, Neil",GRN,13708,16.2
VIC,Gorton,"MAJOR, Sean",FF,6153,6.3
VIC,Gorton,"O'CONNOR, Hon Brendan",ALP,58767,60.0
VIC,Gorton,"WILSON, Steve",GRN,9949,10.2
VIC,Gorton,"RYDER, Damon",LP,23116,23.6
VIC,Higgins,"CLARK, Tony",ALP,22700,27.9
VIC,Higgins,"FAWCETT, David",IND,1225,1.5
VIC,Higgins,"HIBBINS, Samuel",GRN,14559,17.9
VIC,Higgins,"TRUTER, Ashley",FF,777,1.0
VIC,Higgins,"O'DWYER, Kelly",LP,42086,51.7
VIC,Holt,"MASCOLO, Frank Di",GRN,8745,9.2
VIC,Holt,"BALANCY, Ricardo",LP,29254,30.6
VIC,Holt,"HITCHINS, Mark",IND,776,0.8
VIC,Holt,"GEORGE, Ian",FF,4772,5.0
VIC,Holt,"BYRNE, Hon Anthony",ALP,51998,54.4
VIC,Hotham,"CADER, Fazal",LP,26110,32.9
VIC,Hotham,"PAYNE, Geoff",GRN,8086,10.2
VIC,Hotham,"REARDON, Trent",IND,556,0.7
VIC,Hotham,"ONG, Gary",FF,1688,2.1
VIC,Hotham,"CREAN, Hon Simon",ALP,42920,54.1
VIC,Indi,"LAPPIN, Alan",IND,4945,5.8
VIC,Indi,"O'CONNOR, Jenny",GRN,8000,9.5
VIC,Indi,"LESCHEN, Zuvele",ALP,23034,27.2
VIC,Indi,"CAREY, Mark",AD,947,1.1
VIC,Indi,"MIRABELLA, Sophie",LP,44555,52.6
VIC,Indi,"CAVEDON, Robert",FF,3190,3.8
VIC,Isaacs,"WHEATLEY, Heather",FF,3377,3.7
VIC,Isaacs,"DREYFUS, Mark",ALP,45131,49.4
VIC,Isaacs,"MCCLELLAND, Dale",LP,31472,34.5
VIC,Isaacs,"FORD, Gordon W",IND,1355,1.5
VIC,Isaacs,"CARMAN, Chris",GRN,9980,10.9
VIC,Jagajaga,"SGARLATA, Joe",FF,2109,2.5
VIC,Jagajaga,"MACKLIN, Hon Jenny",ALP,40682,47.3
VIC,Jagajaga,"BAUCH, Joh",LP,29745,34.6
VIC,Jagajaga,"KEARNEY, Chris",GRN,12847,15.0
VIC,Jagajaga,"HARRIS, Peter",IND,560,0.7
VIC,Kooyong,"HURD, Steve",ALP,22268,27.4
VIC,Kooyong,"BENSON, Des",GRN,15019,18.5
VIC,Kooyong,"FRYDENBERG, Josh",LP,42728,52.6
VIC,Kooyong,"LAIDLER, John",FF,1272,1.6
VIC,La Trobe,"LEAHY, Martin",IND,2539,2.9
VIC,La Trobe,"WOOD, Jason",LP,39053,43.9
VIC,La Trobe,"BARROW, David",FF,1917,2.2
VIC,La Trobe,"SMYTH, Laura",ALP,33970,38.2
VIC,La Trobe,"REIHER, Jim",GRN,10931,12.3
VIC,La Trobe,"BENNETT, Shem",IND,587,0.7
VIC,Lalor,"SHEEHAN, Paul",IND,881,0.9
VIC,Lalor,"SHAW, Brian",IND,659,0.6
VIC,Lalor,"INGRAM, Sheridan",LP,23791,23.1
VIC,Lalor,"MCLEAN, Lori",FF,2880,2.8
VIC,Lalor,"GILLARD, Hon Julia",ALP,66298,64.3
VIC,Lalor,"RUDD, Van",IND,516,0.5
VIC,Lalor,"AUSSIE-STONE, Marc",IND,410,0.4
VIC,Lalor,"TAYLOR, Peter",GRN,7045,6.8
VIC,Lalor,"CLARKE, Joanne",IND,708,0.7
VIC,Mcewen,"MITCHELL, Rob",ALP,45374,43.2
VIC,Mcewen,"BINI, Mark",IND,1332,1.3
VIC,Mcewen,"MEACHER, Steve",GRN,12440,11.8
VIC,Mcewen,"CAINE, Cameron",LP,42054,40.0
VIC,Mcewen,"GORDON, Robert",IND,549,0.5
VIC,Mcewen,"CLARKSON, Belinda",FF,3358,3.2
VIC,Mcmillan,"MAXFIELD, Christine",ALP,30212,35.6
VIC,Mcmillan,"GATT, Leigh",IND,1844,2.2
VIC,Mcmillan,"STOKES, Linden",FF,2776,3.3
VIC,Mcmillan,"BROADBENT, Russell",LP,41870,49.3
VIC,Mcmillan,"MCKELVIE, Malcolm",GRN,8258,9.7
VIC,Mallee,"HEALY, Helen",GRN,6400,7.9
VIC,Mallee,"FORREST, John",NAT,54399,66.8
